0	[((86575154, 86550000, 0), 0), ((86550000, 86575154, 0), 1), ((86575154, 86498303, 0), 9), ((86498303, 5600735599, 0), 17), ((5600735599, 86575168, 0), 18), ((86575168, 86508306, 0), 32), ((86508306, 86466788, 0), 41), ((86466788, 86431956, 0), 50), ((86431956, 86431970, 0), 62), ((86431970, 86431978, 0), 79), ((86431978, 86431980, 0), 94), ((86431980, 86431990, 0), 96), ((86431990, 86431997, 0), 108), ((86431997, 5406929331, 0), 118), ((5406929331, 86432015, 0), 127), ((86432015, 86432019, 0), 133), ((86432019, 86432023, 0), 134), ((86432023, 86432036, 0), 138), ((86432036, 86432045, 0), 146), ((86432045, 86432074, 0), 156), ((86432074, 86432084, 0), 185), ((86432084, 86432101, 0), 196), ((86432101, 86432105, 0), 209), ((86432105, 86406781, 0), 228), ((86406781, 86430492, 0), 308), ((86430492, 86432131, 0), 312), ((86432131, 86431158, 0), 315), ((86431158, 86413439, 0), 348), ((86413439, 86375113, 0), 356), ('GOAL', 86375113, 356)]
1	[((86518683, 86518673, 0), 0), ((86518673, 86518765, 0), 7), ((86518765, 86492337, 0), 10), ((86492337, 86593845, 0), 25), ((86593845, 86495630, 0), 38), ((86495630, 86606520, 0), 44), ((86606520, 86541651, 0), 48), ((86541651, 86509355, 0), 55), ((86509355, 86509357, 0), 63), ((86509357, 86498532, 0), 64), ((86498532, 86586142, 0), 111), ((86586142, 86454577, 0), 114), ((86454577, 86455619, 0), 117), ((86455619, 86597964, 0), 133), ((86597964, 86597901, 0), 154), ((86597901, 86465887, 0), 168), ((86465887, 86419449, 0), 191), ((86419449, 86417356, 0), 198), ((86417356, 86597834, 0), 200), ((86597834, 86439311, 0), 205), ((86439311, 4289645014, 0), 208), ('GOAL', 4289645014, 208), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None)]
2	[((86470733, 86577583, 0), 0), ((86577583, 86470733, 0), 15), ((86470733, 86508424, 0), 33), ((86508424, 86508420, 0), 43), ((86508420, 86484420, 0), 45), ((86484420, 86508407, 0), 59), ((86508407, 86426504, 0), 65), ((86426504, 86426497, 0), 68), ((86426497, 86426495, 0), 74), ((86426495, 86431937, 0), 76), ((86431937, 86431956, 0), 104), ((86431956, 86431970, 0), 129), ((86431970, 86431978, 0), 151), ((86431978, 86431980, 0), 167), ((86431980, 86431990, 0), 169), ((86431990, 86431997, 0), 181), ((86431997, 5406929331, 0), 191), ((5406929331, 86432015, 0), 199), ((86432015, 86432019, 0), 205), ((86432019, 86432023, 0), 206), ((86432023, 86432036, 0), 211), ((86432036, 86432045, 0), 219), ((86432045, 86432074, 0), 229), ((86432074, 86432084, 0), 258), ((86432084, 86432101, 0), 269), ((86432101, 86432105, 0), 306), ((86432105, 86406781, 0), 333), ((86406781, 86430492, 0), 473), ((86430492, 86432131, 0), 477), ((86432131, 86431158, 0), 479), ((86431158, 86413439, 0), 512), ((86413439, 86375113, 0), 520), ('GOAL', 86375113, 520)]
3	[((86372732, 86372728, 0), 0), ((86372728, 86478774, 0), 1), ((86478774, 86430395, 0), 45), ((86430395, 86376907, 0), 51), ((86376907, 86430418, 0), 54), ((86430418, 86376920, 0), 60), ((86376920, 86430424, 0), 62), ((86430424, 86554346, 0), 66), ((86554346, 86594931, 0), 74), ((86594931, 86538570, 0), 97), ((86538570, 86379067, 0), 102), ((86379067, 86379042, 0), 109), ((86379042, 86432105, 0), 110), ((86432105, 86406781, 0), 113), ((86406781, 86430492, 0), 150), ((86430492, 86432131, 0), 154), ((86432131, 86431158, 0), 156), ((86431158, 86413439, 0), 189), ((86413439, 86375113, 0), 197), ('GOAL', 86375113, 197), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None)]
4	[((86420998, 86457310, 0), 0), ((86457310, 86469147, 0), 5), ((86469147, 86553744, 0), 6), ((86553744, 86457029, 0), 11), ((86457029, 86457003, 0), 16), ((86457003, 86456921, 0), 30), ((86456921, 86420803, 0), 34), ((86420803, 86518909, 0), 41), ((86518909, 86417963, 0), 49), ((86417963, 5382279682, 0), 52), ((5382279682, 86518871, 0), 55), ((86518871, 86422213, 0), 64), ((86422213, 86431781, 0), 81), ((86431781, 86431780, 0), 88), ((86431780, 86431774, 0), 96), ((86431774, 86431770, 0), 101), ((86431770, 86431764, 0), 104), ((86431764, 86527899, 0), 111), ((86527899, 86527905, 0), 124), ((86527905, 86527931, 0), 127), ((86527931, 86527935, 0), 140), ((86527935, 86409420, 0), 142), ((86409420, 5375953920, 0), 145), ((5375953920, 5375954121, 0), 149), ((5375954121, 86484968, 0), 151), ('GOAL', 86484968, 151), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None)]
5	[((86403174, 5600825113, 0), 0), ((5600825113, 86403161, 0), 1), ((86403161, 86434932, 0), 2), ((86434932, 86434937, 0), 22), ((86434937, 86434942, 0), 33), ((86434942, 86434945, 0), 36), ((86434945, 86434949, 0), 38), ((86434949, 86414232, 0), 41), ((86414232, 86434950, 0), 42), ((86434950, 86434958, 0), 45), ((86434958, 86428266, 0), 58), ((86428266, 86432015, 0), 64), ((86432015, 86432019, 0), 66), ((86432019, 86432023, 0), 67), ((86432023, 86432036, 0), 71), ((86432036, 86432045, 0), 79), ((86432045, 86432074, 0), 89), ((86432074, 86432084, 0), 118), ((86432084, 86432101, 0), 129), ((86432101, 86432105, 0), 142), ((86432105, 86406781, 0), 143), ((86406781, 86430492, 0), 181), ((86430492, 86432131, 0), 185), ((86432131, 86431158, 0), 187), ((86431158, 86413439, 0), 220), ((86413439, 86375113, 0), 228), ('GOAL', 86375113, 228), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None)]
6	[((86467113, 86467115, 0), 0), ((86467115, 86467113, 0), 4), ((86467113, 86502808, 0), 15), ((86502808, 86509309, 0), 18), ((86509309, 86472657, 0), 22), ((86472657, 86473814, 0), 27), ((86473814, 86520804, 0), 30), ((86520804, 86509625, 0), 34), ((86509625, 86569027, 0), 39), ((86569027, 86455619, 0), 54), ((86455619, 86597964, 0), 59), ((86597964, 86597901, 0), 77), ((86597901, 86465887, 0), 89), ((86465887, 86419449, 0), 113), ((86419449, 86417356, 0), 120), ((86417356, 86597834, 0), 122), ((86597834, 86439311, 0), 127), ((86439311, 4289645014, 0), 129), ('GOAL', 4289645014, 129), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None), ('GOAL', 4289645014, None)]
7	[((86475696, 86500449, 0), 0), ((86500449, 86466048, 0), 17), ((86466048, 86420503, 0), 26), ((86420503, 86500462, 0), 30), ((86500462, 86500464, 0), 33), ((86500464, 86500465, 0), 35), ((86500465, 86441770, 0), 37), ((86441770, 86456447, 0), 42), ((86456447, 86428039, 0), 49), ((86428039, 86500504, 0), 61), ((86500504, 86500507, 0), 72), ((86500507, 86475909, 0), 75), ((86475909, 86500519, 0), 87), ((86500519, 86478801, 0), 89), ((86478801, 86500520, 0), 90), ((86500520, 86500526, 0), 95), ((86500526, 86470948, 0), 100), ((86470948, 86500542, 0), 111), ((86500542, 86500549, 0), 121), ((86500549, 86500560, 0), 126), ((86500560, 86500568, 0), 152), ((86500568, 86435311, 0), 162), ((86435311, 86500578, 0), 165), ((86500578, 86473650, 0), 181), ((86473650, 86500587, 0), 186), ((86500587, 86422929, 0), 191), ((86422929, 86445402, 0), 199), ((86445402, 86439002, 0), 204), ((86439002, 86430452, 0), 207), ((86430452, 86430447, 0), 258), ((86430447, 86594929, 0), 261), ((86594929, 86594931, 0), 269), ((86594931, 86538570, 0), 273), ((86538570, 86379067, 0), 277), ((86379067, 86379042, 0), 285), ((86379042, 86432105, 0), 286), ((86432105, 86406781, 0), 302), ((86406781, 86430492, 0), 424), ((86430492, 86432131, 0), 428), ((86432131, 86431158, 0), 430), ((86431158, 86413439, 0), 463), ((86413439, 86375113, 0), 472), ('GOAL', 86375113, 472)]
8	[((86461626, 86508830, 0), 0), ((86508830, 86431780, 0), 8), ((86431780, 86431774, 0), 12), ((86431774, 86431770, 0), 18), ((86431770, 86431764, 0), 21), ((86431764, 86527899, 0), 27), ((86527899, 86527905, 0), 40), ((86527905, 86527931, 0), 43), ((86527931, 86527935, 0), 56), ((86527935, 86409420, 0), 58), ((86409420, 5375953920, 0), 61), ((5375953920, 5375954121, 0), 65), ((5375954121, 86484968, 0), 67), ('GOAL', 86484968, 67), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None), ('GOAL', 86484968, None)]
9	[((86475696, 86475698, 0), 0), ((86475698, 86475696, 0), 3), ((86475696, 86500449, 0), 8), ((86500449, 86466048, 0), 38), ((86466048, 86420503, 0), 48), ((86420503, 86500462, 0), 52), ((86500462, 86500464, 0), 55), ((86500464, 86500465, 0), 57), ((86500465, 86441770, 0), 60), ((86441770, 86456447, 0), 64), ((86456447, 86428039, 0), 71), ((86428039, 86500504, 0), 84), ((86500504, 86500507, 0), 94), ((86500507, 86475909, 0), 97), ((86475909, 86500519, 0), 110), ((86500519, 86478801, 0), 111), ((86478801, 86500520, 0), 112), ((86500520, 86500526, 0), 117), ((86500526, 86470948, 0), 123), ((86470948, 86500542, 0), 133), ((86500542, 86500549, 0), 143), ((86500549, 86500560, 0), 148), ((86500560, 86500568, 0), 174), ((86500568, 86435311, 0), 185), ((86435311, 86500578, 0), 187), ((86500578, 86473650, 0), 203), ((86473650, 86500587, 0), 208), ((86500587, 86422929, 0), 213), ((86422929, 86445402, 0), 222), ((86445402, 86439002, 0), 226), ((86439002, 86430452, 0), 229), ((86430452, 86430447, 0), 280), ((86430447, 86594929, 0), 283), ((86594929, 86594931, 0), 291), ((86594931, 86538570, 0), 295), ((86538570, 86379067, 0), 300), ((86379067, 86379042, 0), 307), ((86379042, 86432105, 0), 308), ((86432105, 86406781, 0), 313), ((86406781, 86430492, 0), 441), ((86430492, 86432131, 0), 445), ((86432131, 86431158, 0), 447), ((86431158, 86413439, 0), 480), ((86413439, 86375113, 0), 488), ('GOAL', 86375113, 488)]
