0	[((86575154, 86550000, 0), 0), ((86550000, 86575154, 0), 1), ((86575154, 86418837, 0), 8), ((86418837, 86456464, 0), 13), ((86456464, 5915201542, 0), 23), ((5915201542, 5915201531, 0), 39), ((5915201531, 86430319, 0), 40), ((86430319, 86430311, 0), 43), ((86430311, 86430305, 0), 57), ((86430305, 86430299, 0), 62), ((86430299, 86430291, 0), 76), ((86430291, 86430277, 0), 84), ((86430277, 86430271, 0), 91), ((86430271, 86430267, 0), 97), ((86430267, 86436319, 0), 104), ((86436319, 86435611, 0), 113), ((86435611, 86435616, 0), 119), ((86435616, 2482071044, 0), 129), ((2482071044, 86430233, 0), 136), ((86430233, 86430228, 0), 140), ((86430228, 5736546757, 0), 157), ((5736546757, 5736546751, 0), 160), ((5736546751, 86430226, 0), 162), ((86430226, 86430211, 0), 178), ((86430211, 86430197, 0), 249), ((86430197, 86430193, 0), 292), ((86430193, 86407506, 0), 303), ((86407506, 86387445, 0), 308), ((86387445, 5375953884, 0), 313), ((5375953884, 86430159, 0), 322), ((86430159, 1559299643, 0), 341), ((1559299643, 86430101, 0), 342), ((86430101, 5375953895, 0), 374), ((5375953895, 86430097, 0), 378), ((86430097, 86430089, 0), 382), ((86430089, 5375953903, 0), 395), ((5375953903, 86430069, 0), 405), ((86430069, 86430030, 0), 412), ('GOAL', 86430030, 412)]
1	[((86518683, 86518673, 0), 0), ((86518673, 86518765, 0), 7), ((86518765, 86492337, 0), 10), ((86492337, 86593845, 0), 25), ((86593845, 86495630, 0), 38), ((86495630, 86606520, 0), 44), ((86606520, 86585553, 0), 48), ((86585553, 86435629, 0), 54), ((86435629, 86416075, 0), 58), ((86416075, 86479779, 0), 63), ((86479779, 86430226, 0), 70), ((86430226, 86430211, 0), 75), ((86430211, 86430197, 0), 108), ((86430197, 86430193, 0), 129), ((86430193, 86407506, 0), 140), ((86407506, 86387445, 0), 144), ((86387445, 5375953884, 0), 149), ((5375953884, 86430159, 0), 157), ((86430159, 1559299643, 0), 176), ((1559299643, 86430101, 0), 178), ((86430101, 5375953895, 0), 210), ((5375953895, 86430097, 0), 214), ((86430097, 86430089, 0), 218), ((86430089, 5375953903, 0), 231), ((5375953903, 86430069, 0), 241), ((86430069, 86430030, 0), 248), ('GOAL', 86430030, 248)]
2	[((86470733, 86577583, 0), 0), ((86577583, 86470733, 0), 15), ((86470733, 86508424, 0), 33), ((86508424, 86508420, 0), 43), ((86508420, 86484420, 0), 45), ((86484420, 86508407, 0), 59), ((86508407, 86426504, 0), 65), ((86426504, 86426497, 0), 68), ((86426497, 86426495, 0), 74), ((86426495, 86431937, 0), 76), ((86431937, 86431956, 0), 104), ((86431956, 86431970, 0), 129), ((86431970, 86431978, 0), 142), ((86431978, 86431980, 0), 158), ((86431980, 86431990, 0), 160), ((86431990, 86431997, 0), 172), ((86431997, 5406929331, 0), 182), ((5406929331, 86432015, 0), 191), ((86432015, 86432019, 0), 196), ((86432019, 86432023, 0), 197), ((86432023, 86432036, 0), 202), ((86432036, 86432045, 0), 210), ((86432045, 86432074, 0), 220), ((86432074, 86432084, 0), 249), ((86432084, 86432101, 0), 260), ((86432101, 86432105, 0), 272), ((86432105, 86406781, 0), 274), ((86406781, 86430492, 0), 355), ((86430492, 86432131, 0), 359), ((86432131, 86431158, 0), 361), ((86431158, 86413439, 0), 394), ((86413439, 86375113, 0), 402), ('GOAL', 86375113, 402)]
3	[((86372732, 86372728, 0), 0), ((86372728, 86478774, 0), 1), ((86478774, 86430395, 0), 45), ((86430395, 86376907, 0), 51), ((86376907, 86430418, 0), 54), ((86430418, 86376920, 0), 60), ((86376920, 86430424, 0), 62), ((86430424, 86554346, 0), 66), ((86554346, 86594931, 0), 74), ((86594931, 86538570, 0), 97), ((86538570, 86379067, 0), 102), ((86379067, 86379042, 0), 109), ((86379042, 86432105, 0), 110), ((86432105, 86406781, 0), 113), ((86406781, 86430492, 0), 150), ((86430492, 86432131, 0), 154), ((86432131, 86431158, 0), 156), ((86431158, 86413439, 0), 189), ((86413439, 86375113, 0), 197), ('GOAL', 86375113, 197)]
4	[((86420998, 86457310, 0), 0), ((86457310, 86469147, 0), 5), ((86469147, 86553744, 0), 6), ((86553744, 86457029, 0), 11), ((86457029, 86457003, 0), 16), ((86457003, 86456921, 0), 30), ((86456921, 86420803, 0), 34), ((86420803, 86518909, 0), 41), ((86518909, 86417963, 0), 49), ((86417963, 5382279682, 0), 52), ((5382279682, 86518871, 0), 55), ((86518871, 86422213, 0), 64), ((86422213, 86431781, 0), 79), ((86431781, 86431780, 0), 86), ((86431780, 86431774, 0), 93), ((86431774, 86520605, 0), 99), ((86520605, 86499646, 0), 107), ((86499646, 86509471, 0), 110), ((86509471, 86520613, 0), 113), ((86520613, 5375954124, 0), 118), ((5375954124, 86431726, 0), 126), ((86431726, 86431730, 0), 138), ((86431730, 86431719, 0), 139), ((86431719, 86431708, 0), 151), ((86431708, 86416948, 0), 155), ((86416948, 3604344025, 0), 182), ((3604344025, 86431672, 0), 193), ((86431672, 86431629, 0), 195), ((86431629, 86431620, 0), 214), ((86431620, 86431619, 0), 220), ((86431619, 86431607, 0), 222), ((86431607, 86382046, 0), 229), ((86382046, 5393400967, 0), 235), ((5393400967, 5393400955, 0), 257), ((5393400955, 86431098, 0), 277), ((86431098, 86416934, 0), 280), ('GOAL', 86416934, 280)]
5	[((86403174, 5600825113, 0), 0), ((5600825113, 86403161, 0), 1), ((86403161, 86434932, 0), 2), ((86434932, 86434937, 0), 22), ((86434937, 86434942, 0), 33), ((86434942, 86434945, 0), 36), ((86434945, 86434949, 0), 38), ((86434949, 86414232, 0), 41), ((86414232, 86434950, 0), 42), ((86434950, 86434958, 0), 45), ((86434958, 86428266, 0), 58), ((86428266, 86432015, 0), 64), ((86432015, 86432019, 0), 66), ((86432019, 86432023, 0), 67), ((86432023, 86432036, 0), 71), ((86432036, 86432045, 0), 79), ((86432045, 86432074, 0), 89), ((86432074, 86432084, 0), 118), ((86432084, 86432101, 0), 129), ((86432101, 86432105, 0), 142), ((86432105, 86406781, 0), 143), ((86406781, 86430492, 0), 181), ((86430492, 86432131, 0), 185), ((86432131, 86431158, 0), 187), ((86431158, 86413439, 0), 220), ((86413439, 86375113, 0), 228), ('GOAL', 86375113, 228)]
6	[((86467113, 86467115, 0), 0), ((86467115, 86467113, 0), 4), ((86467113, 86456801, 0), 15), ((86456801, 86593323, 0), 17), ((86593323, 86421537, 0), 27), ((86421537, 86492287, 0), 30), ((86492287, 86471937, 0), 40), ((86471937, 86595713, 0), 53), ((86595713, 86593845, 0), 55), ((86593845, 86495630, 0), 57), ((86495630, 86606520, 0), 63), ((86606520, 86585553, 0), 67), ((86585553, 86435629, 0), 72), ((86435629, 86416075, 0), 76), ((86416075, 86479779, 0), 81), ((86479779, 86430226, 0), 87), ((86430226, 86430211, 0), 92), ((86430211, 86430197, 0), 125), ((86430197, 86430193, 0), 145), ((86430193, 86407506, 0), 156), ((86407506, 86387445, 0), 161), ((86387445, 5375953884, 0), 166), ((5375953884, 86430159, 0), 175), ((86430159, 1559299643, 0), 194), ((1559299643, 86430101, 0), 195), ((86430101, 5375953895, 0), 227), ((5375953895, 86430097, 0), 231), ((86430097, 86430089, 0), 235), ((86430089, 5375953903, 0), 248), ((5375953903, 86430069, 0), 258), ((86430069, 86430030, 0), 265), ('GOAL', 86430030, 265)]
7	[((86475696, 86500449, 0), 0), ((86500449, 86466048, 0), 17), ((86466048, 86420503, 0), 26), ((86420503, 86500462, 0), 30), ((86500462, 86500464, 0), 33), ((86500464, 86500465, 0), 35), ((86500465, 86441770, 0), 37), ((86441770, 86456447, 0), 42), ((86456447, 86428039, 0), 49), ((86428039, 86500504, 0), 61), ((86500504, 86500507, 0), 72), ((86500507, 86475909, 0), 75), ((86475909, 86500519, 0), 87), ((86500519, 86478801, 0), 89), ((86478801, 86500520, 0), 90), ((86500520, 86500526, 0), 95), ((86500526, 86470948, 0), 100), ((86470948, 86500542, 0), 111), ((86500542, 86500549, 0), 121), ((86500549, 86500560, 0), 126), ((86500560, 86500568, 0), 152), ((86500568, 86435311, 0), 162), ((86435311, 86500578, 0), 165), ((86500578, 86473650, 0), 181), ((86473650, 86500587, 0), 186), ((86500587, 86422929, 0), 191), ((86422929, 86445402, 0), 199), ((86445402, 86439002, 0), 204), ((86439002, 86430452, 0), 207), ((86430452, 86430447, 0), 258), ((86430447, 86594929, 0), 261), ((86594929, 86594931, 0), 269), ((86594931, 86538570, 0), 273), ((86538570, 86379067, 0), 277), ((86379067, 86379042, 0), 285), ((86379042, 86432105, 0), 286), ((86432105, 86406781, 0), 288), ((86406781, 86430492, 0), 364), ((86430492, 86432131, 0), 368), ((86432131, 86431158, 0), 371), ((86431158, 86413439, 0), 404), ((86413439, 86375113, 0), 412), ('GOAL', 86375113, 412)]
8	[((86461626, 86508830, 0), 0), ((86508830, 86431780, 0), 8), ((86431780, 86431774, 0), 12), ((86431774, 86520605, 0), 18), ((86520605, 86499646, 0), 26), ((86499646, 86509471, 0), 29), ((86509471, 86520613, 0), 32), ((86520613, 5375954124, 0), 37), ((5375954124, 86431726, 0), 45), ((86431726, 86431730, 0), 56), ((86431730, 86431719, 0), 57), ((86431719, 86431708, 0), 72), ((86431708, 86416948, 0), 77), ((86416948, 3604344025, 0), 103), ((3604344025, 86431672, 0), 114), ((86431672, 86431629, 0), 118), ((86431629, 86431620, 0), 136), ((86431620, 86431619, 0), 143), ((86431619, 86431607, 0), 144), ((86431607, 86382046, 0), 151), ((86382046, 5393400967, 0), 157), ((5393400967, 5393400955, 0), 180), ((5393400955, 86431098, 0), 199), ((86431098, 86416934, 0), 203), ('GOAL', 86416934, 203)]
9	[((86475696, 86475698, 0), 0), ((86475698, 86475696, 0), 3), ((86475696, 86500449, 0), 8), ((86500449, 86466048, 0), 38), ((86466048, 86420503, 0), 48), ((86420503, 86500462, 0), 52), ((86500462, 86500464, 0), 55), ((86500464, 86500465, 0), 57), ((86500465, 86441770, 0), 60), ((86441770, 86456447, 0), 64), ((86456447, 86428039, 0), 71), ((86428039, 86500504, 0), 84), ((86500504, 86500507, 0), 94), ((86500507, 86475909, 0), 97), ((86475909, 86500519, 0), 110), ((86500519, 86478801, 0), 111), ((86478801, 86500520, 0), 112), ((86500520, 86500526, 0), 117), ((86500526, 86470948, 0), 123), ((86470948, 86500542, 0), 133), ((86500542, 86500549, 0), 143), ((86500549, 86500560, 0), 148), ((86500560, 86500568, 0), 174), ((86500568, 86435311, 0), 185), ((86435311, 86500578, 0), 187), ((86500578, 86473650, 0), 203), ((86473650, 86500587, 0), 208), ((86500587, 86422929, 0), 213), ((86422929, 86445402, 0), 222), ((86445402, 86439002, 0), 226), ((86439002, 86430452, 0), 229), ((86430452, 86430447, 0), 280), ((86430447, 86594929, 0), 283), ((86594929, 86594931, 0), 291), ((86594931, 86538570, 0), 295), ((86538570, 86379067, 0), 300), ((86379067, 86379042, 0), 307), ((86379042, 86432105, 0), 308), ((86432105, 86406781, 0), 310), ((86406781, 86430492, 0), 379), ((86430492, 86432131, 0), 383), ((86432131, 86431158, 0), 385), ((86431158, 86413439, 0), 418), ((86413439, 86375113, 0), 426), ('GOAL', 86375113, 426)]
